topic_id,topic_name,subfield_id,subfield_name,field_id,field_name,domain_id,domain_name
T12103,Cancer Risks and Factors,2730,Oncology,27,Medicine,4,Health Sciences
T10780,Reliability and Maintenance Optimization,2213,"Safety, Risk, Reliability and Quality",22,Engineering,3,Physical Sciences
T11568,Railway Systems and Energy Efficiency,2209,Industrial and Manufacturing Engineering,22,Engineering,3,Physical Sciences
T12023,Cholinesterase and Neurodegenerative Diseases,2736,Pharmacology,27,Medicine,4,Health Sciences
T12186,Phosphorus and nutrient management,2311,Industrial and Manufacturing Engineering,23,Environmental Science,3,Physical Sciences
T12537,Flow Measurement and Analysis,2211,Mechanics of Materials,22,Engineering,3,Physical Sciences
T13171,Polymer Science and PVC,2507,Polymers and Plastics,25,Materials Science,3,Physical Sciences
T12673,Microbial Metabolism and Applications,1305,Biotechnology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T13625,Journalism and Media Studies,3315,Communication,33,Social Sciences,2,Social Sciences
T10900,Listeria monocytogenes in Food Safety,1305,Biotechnology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T14198,Philosophical Thought and Analysis,3300,General Social Sciences,33,Social Sciences,2,Social Sciences
T11639,Mental Health and Patient Involvement,3600,General Health Professions,36,Health Professions,4,Health Sciences
T11723,Optical Coatings and Gratings,2508,"Surfaces, Coatings and Films",25,Materials Science,3,Physical Sciences
T12666,Historical Psychiatry and Medical Practices,3203,Clinical Psychology,32,Psychology,2,Social Sciences
T11173,Neurofibromatosis and Schwannoma Cases,2728,Neurology,27,Medicine,4,Health Sciences
T11664,Fiber-reinforced polymer composites,2210,Mechanical Engineering,22,Engineering,3,Physical Sciences
T12396,Advanced Differential Equations and Dynamical Systems,2608,Geometry and Topology,26,Mathematics,3,Physical Sciences
T10956,Fullerene Chemistry and Applications,1605,Organic Chemistry,16,Chemistry,3,Physical Sciences
T10642,Plasma Applications and Diagnostics,2741,"Radiology, Nuclear Medicine and Imaging",27,Medicine,4,Health Sciences
T12093,Greenhouse Technology and Climate Control,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences
T10541,Nonlinear Differential Equations Analysis,2604,Applied Mathematics,26,Mathematics,3,Physical Sciences
T10723,Advanced Welding Techniques Analysis,2210,Mechanical Engineering,22,Engineering,3,Physical Sciences
T12681,Global Healthcare and Medical Tourism,3600,General Health Professions,36,Health Professions,4,Health Sciences
T10906,AI-based Problem Solving and Planning,1702,Artificial Intelligence,17,Computer Science,3,Physical Sciences
T11611,Cyclopropane Reaction Mechanisms,1605,Organic Chemistry,16,Chemistry,3,Physical Sciences
T11273,Advanced Graph Neural Networks,1702,Artificial Intelligence,17,Computer Science,3,Physical Sciences
T11063,Rough Sets and Fuzzy Logic,1703,Computational Theory and Mathematics,17,Computer Science,3,Physical Sciences
T10149,Anthropological Studies and Insights,3314,Anthropology,33,Social Sciences,2,Social Sciences
T13836,Educational Research and Pedagogy,1705,Computer Networks and Communications,17,Computer Science,3,Physical Sciences
T10959,Student Assessment and Feedback,3304,Education,33,Social Sciences,2,Social Sciences
T10592,Fusion materials and technologies,2505,Materials Chemistry,25,Materials Science,3,Physical Sciences
T11068,Tendon Structure and Treatment,2732,Orthopedics and Sports Medicine,27,Medicine,4,Health Sciences
T13013,Free Radicals and Antioxidants,1605,Organic Chemistry,16,Chemistry,3,Physical Sciences
T12952,School Leadership and Teacher Performance,3304,Education,33,Social Sciences,2,Social Sciences
T11193,Adenosine and Purinergic Signaling,1314,Physiology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T11987,COVID-19 Impact on Reproduction,2729,Obstetrics and Gynecology,27,Medicine,4,Health Sciences
T12125,Aerospace and Aviation Technology,2202,Aerospace Engineering,22,Engineering,3,Physical Sciences
T13736,Steroid Chemistry and Biochemistry,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T12518,Diverticular Disease and Complications,2746,Surgery,27,Medicine,4,Health Sciences
T11346,Mast cells and histamine,2403,Immunology,24,Immunology and Microbiology,1,Life Sciences
T11394,Dynamics and Control of Mechanical Systems,2207,Control and Systems Engineering,22,Engineering,3,Physical Sciences
T11418,Plant Micronutrient Interactions and Effects,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences
T13842,Intellectual Property Law,3308,Law,33,Social Sciences,2,Social Sciences
T13386,Educational Methods and Teacher Development,1710,Information Systems,17,Computer Science,3,Physical Sciences
T11737,Advanced Materials and Mechanics,2210,Mechanical Engineering,22,Engineering,3,Physical Sciences
T11500,Evacuation and Crowd Dynamics,2212,Ocean Engineering,22,Engineering,3,Physical Sciences
T11008,Aerodynamics and Acoustics in Jet Flows,2202,Aerospace Engineering,22,Engineering,3,Physical Sciences
T12460,Pediatric Hepatobiliary Diseases and Treatments,2746,Surgery,27,Medicine,4,Health Sciences
T12314,Nuts composition and effects,2916,Nutrition and Dietetics,29,Nursing,4,Health Sciences
T12226,Neuroblastoma Research and Treatments,2728,Neurology,27,Medicine,4,Health Sciences
T11533,Melanoma and MAPK Pathways,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T14464,Community Development and Social Impact,2003,Finance,20,"Economics, Econometrics and Finance",2,Social Sciences
T12336,Insect Utilization and Effects,1109,Insect Science,11,Agricultural and Biological Sciences,1,Life Sciences
T13318,Diverse Scientific Research in Ukraine,2306,Global and Planetary Change,23,Environmental Science,3,Physical Sciences
T12860,Family and Patient Care in Intensive Care Units,3614,Radiological and Ultrasound Technology,36,Health Professions,4,Health Sciences
T14124,"Food, Nutrition, and Cultural Practices",1106,Food Science,11,Agricultural and Biological Sciences,1,Life Sciences
T10775,Generative Adversarial Networks and Image Synthesis,1707,Computer Vision and Pattern Recognition,17,Computer Science,3,Physical Sciences
T13726,International Science and Diplomacy,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences
T11946,Antenna Design and Optimization,2202,Aerospace Engineering,22,Engineering,3,Physical Sciences
T14212,Health Promotion and Cardiovascular Prevention,2739,"Public Health, Environmental and Occupational Health",27,Medicine,4,Health Sciences
T13425,Rural and Ethnic Education,3304,Education,33,Social Sciences,2,Social Sciences
T12785,Hong Kong and Taiwan Politics,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T12418,Respiratory and Cough-Related Research,2740,Pulmonary and Respiratory Medicine,27,Medicine,4,Health Sciences
T13885,Geophysics and Sensor Technology,2212,Ocean Engineering,22,Engineering,3,Physical Sciences
T10508,Patient Safety and Medication Errors,3604,Emergency Medical Services,36,Health Professions,4,Health Sciences
T13953,Digital Imaging in Medicine,2739,"Public Health, Environmental and Occupational Health",27,Medicine,4,Health Sciences
T11799,"Adhesion, Friction, and Surface Interactions",2211,Mechanics of Materials,22,Engineering,3,Physical Sciences
T11317,Fire dynamics and safety research,2213,"Safety, Risk, Reliability and Quality",22,Engineering,3,Physical Sciences
T10909,Edible Oils Quality and Analysis,1605,Organic Chemistry,16,Chemistry,3,Physical Sciences
T11134,Breast Lesions and Carcinomas,2734,Pathology and Forensic Medicine,27,Medicine,4,Health Sciences
T13395,"Education, Leadership, and Health Research",3304,Education,33,Social Sciences,2,Social Sciences
T10611,Organic Light-Emitting Diodes Research,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences
T11526,Innovative Teaching Methods,3304,Education,33,Social Sciences,2,Social Sciences
T11898,Economics of Agriculture and Food Markets,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences
T10993,Complement system in diseases,2403,Immunology,24,Immunology and Microbiology,1,Life Sciences
T11377,Retinal and Macular Surgery,2741,"Radiology, Nuclear Medicine and Imaging",27,Medicine,4,Health Sciences
T13382,Robotics and Automated Systems,2207,Control and Systems Engineering,22,Engineering,3,Physical Sciences
T11422,Burn Injury Management and Outcomes,2713,Epidemiology,27,Medicine,4,Health Sciences
T11264,Coffee research and impacts,2736,Pharmacology,27,Medicine,4,Health Sciences
T11093,Personality Disorders and Psychopathology,3203,Clinical Psychology,32,Psychology,2,Social Sciences
T11078,Inflammasome and immune disorders,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T11123,Obsessive-Compulsive Spectrum Disorders,3203,Clinical Psychology,32,Psychology,2,Social Sciences
T12632,Visual Culture and Art Theory,1213,Visual Arts and Performing Arts,12,Arts and Humanities,2,Social Sciences
T10439,Climate change impacts on agriculture,1105,"Ecology, Evolution, Behavior and Systematics",11,Agricultural and Biological Sciences,1,Life Sciences
T14144,Neurological Disease Mechanisms and Treatments,2808,Neurology,28,Neuroscience,1,Life Sciences
T11128,Transition Metal Oxide Nanomaterials,2507,Polymers and Plastics,25,Materials Science,3,Physical Sciences
T10488,Nanocomposite Films for Food Packaging,2502,Biomaterials,25,Materials Science,3,Physical Sciences
T10840,High Temperature Alloys and Creep,2210,Mechanical Engineering,22,Engineering,3,Physical Sciences
T11392,Energy Harvesting in Wireless Networks,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences
T12027,Social Media in Health Education,3306,Health,33,Social Sciences,2,Social Sciences
T11797,graph theory and CDMA systems,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences
T14181,Academic Freedom and Politics,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences
T11751,Lattice Boltzmann Simulation Studies,2206,Computational Mechanics,22,Engineering,3,Physical Sciences
T12227,Environmental and Social Impact Assessments,2308,"Management, Monitoring, Policy and Law",23,Environmental Science,3,Physical Sciences
T11225,Geothermal Energy Systems and Applications,2105,"Renewable Energy, Sustainability and the Environment",21,Energy,3,Physical Sciences
T14226,"Migration, Racism, and Human Rights",3306,Health,33,Social Sciences,2,Social Sciences
T10761,Vehicular Ad Hoc Networks (VANETs),2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences
T13987,Child Development and Education,3304,Education,33,Social Sciences,2,Social Sciences
T13413,Cultural and Historical Studies,1213,Visual Arts and Performing Arts,12,Arts and Humanities,2,Social Sciences
T11300,Global Educational Policies and Reforms,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences
T11348,Celiac Disease Research and Management,2715,Gastroenterology,27,Medicine,4,Health Sciences
T10070,Political Conflict and Governance,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T13832,Advanced Decision-Making Techniques,1710,Information Systems,17,Computer Science,3,Physical Sciences
T10808,Electric and Hybrid Vehicle Technologies,2203,Automotive Engineering,22,Engineering,3,Physical Sciences
T10982,Motor Control and Adaptation,2805,Cognitive Neuroscience,28,Neuroscience,1,Life Sciences
T12981,Conservation Techniques and Studies,1206,Conservation,12,Arts and Humanities,2,Social Sciences
T10977,Optical Imaging and Spectroscopy Techniques,2741,"Radiology, Nuclear Medicine and Imaging",27,Medicine,4,Health Sciences
T11479,Smart Cities and Technologies,2214,Media Technology,22,Engineering,3,Physical Sciences
T10548,Catalytic Cross-Coupling Reactions,1605,Organic Chemistry,16,Chemistry,3,Physical Sciences
T11985,Marine Toxins and Detection Methods,2304,Environmental Chemistry,23,Environmental Science,3,Physical Sciences
T11562,Facial Trauma and Fracture Management,2746,Surgery,27,Medicine,4,Health Sciences
T11440,Click Chemistry and Applications,1605,Organic Chemistry,16,Chemistry,3,Physical Sciences
T11637,Advanced Semiconductor Detectors and Materials,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences
T11904,Spatial Cognition and Navigation,2203,Automotive Engineering,22,Engineering,3,Physical Sciences
T11412,Genetic and Kidney Cyst Diseases,1311,Genetics,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T12512,History of Colonial Brazil,3314,Anthropology,33,Social Sciences,2,Social Sciences
T10828,Biometric Identification and Security,1711,Signal Processing,17,Computer Science,3,Physical Sciences
T13042,Economic and Fiscal Studies,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences
T11579,Cardiovascular and Diving-Related Complications,2740,Pulmonary and Respiratory Medicine,27,Medicine,4,Health Sciences
T13513,Urban and sociocultural dynamics,3322,Urban Studies,33,Social Sciences,2,Social Sciences
T10948,Advanced Combinatorial Mathematics,2607,Discrete Mathematics and Combinatorics,26,Mathematics,3,Physical Sciences
T14275,Historical Medical Research and Treatments,2741,"Radiology, Nuclear Medicine and Imaging",27,Medicine,4,Health Sciences
T12335,"Sexuality, Behavior, and Technology",3203,Clinical Psychology,32,Psychology,2,Social Sciences
T11672,Recycling and utilization of industrial and municipal waste in materials production,2215,Building and Construction,22,Engineering,3,Physical Sciences
T12389,Infrared Target Detection Methodologies,2202,Aerospace Engineering,22,Engineering,3,Physical Sciences
T11865,Anorectal Disease Treatments and Outcomes,2746,Surgery,27,Medicine,4,Health Sciences
T11514,Disability Education and Employment,3311,Safety Research,33,Social Sciences,2,Social Sciences
T10803,Innovative Human-Technology Interaction,1709,Human-Computer Interaction,17,Computer Science,3,Physical Sciences
T11597,"Neutrophil, Myeloperoxidase and Oxidative Mechanisms",2403,Immunology,24,Immunology and Microbiology,1,Life Sciences
T11574,Artificial Intelligence in Games,1702,Artificial Intelligence,17,Computer Science,3,Physical Sciences
T11782,Magnetic Properties of Alloys,2504,"Electronic, Optical and Magnetic Materials",25,Materials Science,3,Physical Sciences
T11237,Plant Gene Expression Analysis,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T10916,Surgical Simulation and Training,2746,Surgery,27,Medicine,4,Health Sciences
T11581,Viral Infections and Outbreaks Research,2725,Infectious Diseases,27,Medicine,4,Health Sciences
T14463,Diverse Scientific Research Studies,3600,General Health Professions,36,Health Professions,4,Health Sciences
T11682,Advanced Condensed Matter Physics,3104,Condensed Matter Physics,31,Physics and Astronomy,3,Physical Sciences
T11922,Cardiovascular Effects of Exercise,2705,Cardiology and Cardiovascular Medicine,27,Medicine,4,Health Sciences
T11679,Craniofacial Disorders and Treatments,1311,Genetics,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T11169,Silicon Nanostructures and Photoluminescence,2505,Materials Chemistry,25,Materials Science,3,Physical Sciences
T13071,Digital Storytelling and Education,3616,Speech and Hearing,36,Health Professions,4,Health Sciences
T12517,Seventeenth-Century Political and Philosophical Thought,1211,Philosophy,12,Arts and Humanities,2,Social Sciences
T11254,Fluid Dynamics and Vibration Analysis,2206,Computational Mechanics,22,Engineering,3,Physical Sciences
T13867,Economic Growth and Development,1710,Information Systems,17,Computer Science,3,Physical Sciences
T13721,Political Science Research and Education,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences
T11628,Myeloproliferative Neoplasms: Diagnosis and Treatment,2716,Genetics,27,Medicine,4,Health Sciences
T12593,Communication in Education and Healthcare,3207,Social Psychology,32,Psychology,2,Social Sciences
T12161,Plant Surface Properties and Treatments,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences
T10810,Polymer composites and self-healing,2507,Polymers and Plastics,25,Materials Science,3,Physical Sciences
T10244,Chaos control and synchronization,3109,Statistical and Nonlinear Physics,31,Physics and Astronomy,3,Physical Sciences
T12729,Tree Root and Stability Studies,2210,Mechanical Engineering,22,Engineering,3,Physical Sciences
T12461,Narrative Theory and Analysis,1208,Literature and Literary Theory,12,Arts and Humanities,2,Social Sciences
T12030,S100 Proteins and Annexins,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T11398,Hand Gesture Recognition Systems,1709,Human-Computer Interaction,17,Computer Science,3,Physical Sciences
T13589,Literary and Cultural Studies,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T10629,Health Policy Implementation Science,3600,General Health Professions,36,Health Professions,4,Health Sciences
T11199,Pain Management and Opioid Use,2703,Anesthesiology and Pain Medicine,27,Medicine,4,Health Sciences
T13234,advanced mathematical theories,2610,Mathematical Physics,26,Mathematics,3,Physical Sciences
T13552,Advanced Materials Characterization Techniques,2204,Biomedical Engineering,22,Engineering,3,Physical Sciences
T12182,Evolution and Science Education,1207,History and Philosophy of Science,12,Arts and Humanities,2,Social Sciences
T10845,Advanced Causal Inference Techniques,2613,Statistics and Probability,26,Mathematics,3,Physical Sciences
T13362,Slime Mold and Myxomycetes Research,2204,Biomedical Engineering,22,Engineering,3,Physical Sciences
T13023,Synthesis of Organic Compounds,2736,Pharmacology,27,Medicine,4,Health Sciences
T13784,Jewish Identity and Society,3317,Demography,33,Social Sciences,2,Social Sciences
T13163,Organizational Learning and Leadership,1407,Organizational Behavior and Human Resource Management,14,"Business, Management and Accounting",2,Social Sciences
T13008,Agricultural Practices and Plant Genetics,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences
T12895,Environmental law and policy,3308,Law,33,Social Sciences,2,Social Sciences
T10925,Spinal Cord Injury Research,2734,Pathology and Forensic Medicine,27,Medicine,4,Health Sciences
T13369,European and Russian Geopolitical Military Strategies,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences
T10933,Real-Time Systems Scheduling,1708,Hardware and Architecture,17,Computer Science,3,Physical Sciences
T13727,Linguistic and Sociocultural Studies,3310,Linguistics and Language,33,Social Sciences,2,Social Sciences
T12947,"Health, psychology, and well-being",3600,General Health Professions,36,Health Professions,4,Health Sciences
T14041,Central European Literary Studies,3314,Anthropology,33,Social Sciences,2,Social Sciences
T12682,Smart Materials for Construction,2310,Pollution,23,Environmental Science,3,Physical Sciences
T11722,Patient Satisfaction in Healthcare,3600,General Health Professions,36,Health Professions,4,Health Sciences
T12589,Differential Equations and Boundary Problems,2604,Applied Mathematics,26,Mathematics,3,Physical Sciences
T11119,Urban Stormwater Management Solutions,2305,Environmental Engineering,23,Environmental Science,3,Physical Sciences
T10726,Career Development and Diversity,3311,Safety Research,33,Social Sciences,2,Social Sciences
T10922,Magnetic Properties and Synthesis of Ferrites,2505,Materials Chemistry,25,Materials Science,3,Physical Sciences
T12955,Atherosclerosis and Cardiovascular Diseases,2403,Immunology,24,Immunology and Microbiology,1,Life Sciences
T12984,Transport and Logistics Innovations,2209,Industrial and Manufacturing Engineering,22,Engineering,3,Physical Sciences
T14192,"Literature, Film, and Journalism Analysis",1208,Literature and Literary Theory,12,Arts and Humanities,2,Social Sciences
T10742,Peer-to-Peer Network Technologies,1705,Computer Networks and Communications,17,Computer Science,3,Physical Sciences
T14291,Indonesian Legal and Regulatory Studies,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences
T12420,Silicone and Siloxane Chemistry,2505,Materials Chemistry,25,Materials Science,3,Physical Sciences
T14233,Diverse Topics in Contemporary Research,3316,Cultural Studies,33,Social Sciences,2,Social Sciences
T10944,Turbomachinery Performance and Optimization,2202,Aerospace Engineering,22,Engineering,3,Physical Sciences
T14325,Diverse Specialized Academic Research,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences
T12520,Psychology of Moral and Emotional Judgment,2805,Cognitive Neuroscience,28,Neuroscience,1,Life Sciences
T10667,Emotion and Mood Recognition,3205,Experimental and Cognitive Psychology,32,Psychology,2,Social Sciences
T11496,Credit Risk and Financial Regulations,2003,Finance,20,"Economics, Econometrics and Finance",2,Social Sciences
T11292,Pediatric Pain Management Techniques,2735,"Pediatrics, Perinatology and Child Health",27,Medicine,4,Health Sciences
T11172,Dermatologic Treatments and Research,2708,Dermatology,27,Medicine,4,Health Sciences
T11167,Hair Growth and Disorders,2748,Urology,27,Medicine,4,Health Sciences
T11280,Hemophilia Treatment and Research,2720,Hematology,27,Medicine,4,Health Sciences
T11092,Spondyloarthritis Studies and Treatments,2745,Rheumatology,27,Medicine,4,Health Sciences
T13145,Crime and Detective Fiction Studies,1208,Literature and Literary Theory,12,Arts and Humanities,2,Social Sciences
T12221,Cybersecurity and Cyber Warfare Studies,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences
T14428,Coal and Coke Industries Research,2103,Fuel Technology,21,Energy,3,Physical Sciences
T13531,Surface and Thin Film Phenomena,3107,"Atomic and Molecular Physics, and Optics",31,Physics and Astronomy,3,Physical Sciences
T14037,Arabic Language Education Studies,3304,Education,33,Social Sciences,2,Social Sciences
T10567,Vehicle Routing Optimization Methods,2209,Industrial and Manufacturing Engineering,22,Engineering,3,Physical Sciences
T11219,Bone Metabolism and Diseases,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T12230,Cardiovascular Issues in Pregnancy,2705,Cardiology and Cardiovascular Medicine,27,Medicine,4,Health Sciences
T11255,Microfluidic and Bio-sensing Technologies,2204,Biomedical Engineering,22,Engineering,3,Physical Sciences
T11486,Micro and Nano Robotics,3104,Condensed Matter Physics,31,Physics and Astronomy,3,Physical Sciences
T10957,Photodynamic Therapy Research Studies,2740,Pulmonary and Respiratory Medicine,27,Medicine,4,Health Sciences
T11338,Advancements in Photolithography Techniques,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences
T13785,Aquatic and Environmental Studies,1904,Earth-Surface Processes,19,Earth and Planetary Sciences,3,Physical Sciences
T10812,Human Pose and Action Recognition,1707,Computer Vision and Pattern Recognition,17,Computer Science,3,Physical Sciences
T12350,Particle Dynamics in Fluid Flows,2212,Ocean Engineering,22,Engineering,3,Physical Sciences
T12766,Interdisciplinary Research and Collaboration,1802,Information Systems and Management,18,Decision Sciences,2,Social Sciences
T12081,Aerodynamics and Fluid Dynamics Research,2202,Aerospace Engineering,22,Engineering,3,Physical Sciences
T13289,Infant Health and Development,3611,Pharmacy,36,Health Professions,4,Health Sciences
T10827,Patient-Provider Communication in Healthcare,3600,General Health Professions,36,Health Professions,4,Health Sciences
T12976,Magnetic and Electromagnetic Effects,1314,Physiology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T11030,Scoliosis diagnosis and treatment,2746,Surgery,27,Medicine,4,Health Sciences
T12441,Porphyrin Metabolism and Disorders,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T13059,"Religion, Ecology, and Ethics",3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T11229,Genetics and Plant Breeding,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences
T12475,Plant Parasitism and Resistance,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences
T11992,CCD and CMOS Imaging Sensors,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences
T14302,European Politics and Security,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences
T13924,Internet of Things and Social Network Interactions,1705,Computer Networks and Communications,17,Computer Science,3,Physical Sciences
T10937,"Telomeres, Telomerase, and Senescence",2737,Physiology,27,Medicine,4,Health Sciences
T10690,Vibration Control and Rheological Fluids,2205,Civil and Structural Engineering,22,Engineering,3,Physical Sciences
T13605,"Homicide, Infanticide, and Child Abuse",3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T11094,Face Recognition and Perception,2805,Cognitive Neuroscience,28,Neuroscience,1,Life Sciences
T11116,"Trauma, Hemostasis, Coagulopathy, Resuscitation",2706,Critical Care and Intensive Care Medicine,27,Medicine,4,Health Sciences
T12443,Delphi Technique in Research,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T11863,"Gender, Security, and Conflict",3318,Gender Studies,33,Social Sciences,2,Social Sciences
T11818,Nicotinic Acetylcholine Receptors Study,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T10879,Robotic Locomotion and Control,2204,Biomedical Engineering,22,Engineering,3,Physical Sciences
T11480,Connexins and lens biology,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T12304,Radiative Heat Transfer Studies,2206,Computational Mechanics,22,Engineering,3,Physical Sciences
T11002,Indoor Air Quality and Microbial Exposure,2307,"Health, Toxicology and Mutagenesis",23,Environmental Science,3,Physical Sciences
T13285,Local Governance and Development,3305,"Geography, Planning and Development",33,Social Sciences,2,Social Sciences
T11443,Advanced Statistical Process Monitoring,1804,"Statistics, Probability and Uncertainty",18,Decision Sciences,2,Social Sciences
T10952,PI3K/AKT/mTOR signaling in cancer,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T13667,French Literature and Criticism,1208,Literature and Literary Theory,12,Arts and Humanities,2,Social Sciences
T11915,Pickering emulsions and particle stabilization,2505,Materials Chemistry,25,Materials Science,3,Physical Sciences
T11701,Space Satellite Systems and Control,2202,Aerospace Engineering,22,Engineering,3,Physical Sciences
T11355,Inflammatory Biomarkers in Disease Prognosis,2730,Oncology,27,Medicine,4,Health Sciences
T12298,Phytochemicals and Medicinal Plants,2707,Complementary and alternative medicine,27,Medicine,4,Health Sciences
T13815,Islamic Thought and Society Studies,1212,Religious studies,12,Arts and Humanities,2,Social Sciences
T12090,Language and cultural evolution,3316,Cultural Studies,33,Social Sciences,2,Social Sciences
T11439,Video Analysis and Summarization,1707,Computer Vision and Pattern Recognition,17,Computer Science,3,Physical Sciences
T11623,Hyperglycemia and glycemic control in critically ill and hospitalized patients,2712,"Endocrinology, Diabetes and Metabolism",27,Medicine,4,Health Sciences
T13325,Dye analysis and toxicity,1602,Analytical Chemistry,16,Chemistry,3,Physical Sciences
T11202,Cavitation Phenomena in Pumps,2211,Mechanics of Materials,22,Engineering,3,Physical Sciences
T11408,Advanced Optical Imaging Technologies,2214,Media Technology,22,Engineering,3,Physical Sciences
T12711,Immigration and Intercultural Education,3316,Cultural Studies,33,Social Sciences,2,Social Sciences
T14215,Chemical and Environmental Engineering Research,1710,Information Systems,17,Computer Science,3,Physical Sciences
T10801,Synthetic Aperture Radar (SAR) Applications and Techniques,2202,Aerospace Engineering,22,Engineering,3,Physical Sciences
T11402,Vascular Malformations Diagnosis and Treatment,2728,Neurology,27,Medicine,4,Health Sciences
T14070,Knowledge Societies in the 21st Century,3317,Demography,33,Social Sciences,2,Social Sciences
T13155,Digital Communication and Language,1709,Human-Computer Interaction,17,Computer Science,3,Physical Sciences
T12702,Brain Tumor Detection and Classification,2808,Neurology,28,Neuroscience,1,Life Sciences
T10789,Interactive and Immersive Displays,1709,Human-Computer Interaction,17,Computer Science,3,Physical Sciences
T12776,Electrohydrodynamics and Fluid Dynamics,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences
T11572,Information Technology Governance and Strategy,1404,Management Information Systems,14,"Business, Management and Accounting",2,Social Sciences
T11005,Radiation Effects in Electronics,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences
T12603,NMR spectroscopy and applications,3106,Nuclear and High Energy Physics,31,Physics and Astronomy,3,Physical Sciences
T12274,Electrostatics and Colloid Interactions,1606,Physical and Theoretical Chemistry,16,Chemistry,3,Physical Sciences
T12261,Statistical Mechanics and Entropy,3109,Statistical and Nonlinear Physics,31,Physics and Astronomy,3,Physical Sciences
T12411,Shoulder and Clavicle Injuries,2713,Epidemiology,27,Medicine,4,Health Sciences
T11335,Prion Diseases and Protein Misfolding,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T13808,Construction Engineering and Safety,2205,Civil and Structural Engineering,22,Engineering,3,Physical Sciences
T12733,Vector-Borne Animal Diseases,1105,"Ecology, Evolution, Behavior and Systematics",11,Agricultural and Biological Sciences,1,Life Sciences
T11763,Intracerebral and Subarachnoid Hemorrhage Research,2728,Neurology,27,Medicine,4,Health Sciences
T11393,Biosensors and Analytical Detection,2204,Biomedical Engineering,22,Engineering,3,Physical Sciences
T12366,"Philosophy, Ethics, and Existentialism",1211,Philosophy,12,Arts and Humanities,2,Social Sciences
T14396,Healthcare Regulation,3605,Health Information Management,36,Health Professions,4,Health Sciences
T13277,"Media, Religion, Digital Communication",1211,Philosophy,12,Arts and Humanities,2,Social Sciences
T11731,Global Health and Surgery,2739,"Public Health, Environmental and Occupational Health",27,Medicine,4,Health Sciences
T12228,Coordination Chemistry and Organometallics,1605,Organic Chemistry,16,Chemistry,3,Physical Sciences
